html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
isomorphism\iso-003-collapse-fall.html,ISO-003: Wavefunction Collapse ↔ The Fall | Theophysics Registry,8,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Function.md,Function,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Function.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\WaveFunction.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\WaveFunction.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Function.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\03.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\WaveFunction.md
isomorphism\iso-003_entropy_sin.html,ISO-003_Entropy_Sin,17,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Entropy.md,Entropy,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Entropy.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Sin.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Uncategorized\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Entropy-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Sin-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Entropy-.md
isomorphism\iso-004-born-rule-trinity.html,ISO-004: Born Rule Triad ↔ The Trinity | Theophysics Registry,13,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Trinity.md,Trinity,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Trinity.md
isomorphism\iso-004_quantum_collapse_fall.html,ISO-004_Quantum_Collapse_Fall,5,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Quantum.md,Quantum,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Quantum.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\quantum.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\quantum.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Quantum.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\quantum.md
isomorphism\iso-005-decoherence-lifespan.html,ISO-005: Decoherence ↔ Lifespan | Theophysics Registry,15,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Decoherence.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Coherence.md
isomorphism\iso-005_fiat_phantom_energy.html,ISO-005_Fiat_Phantom_Energy,0,,,,,
isomorphism\iso-006-coherence-salvation.html,ISO-006: Coherence Equation ↔ Salvation/Sanctification | Theophysics Registry,13,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Coherence.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\06.md
isomorphism\iso-006_information_primacy.html,ISO-006_Information_Primacy,5,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\003_A1.3_Information-Primacy.md,003_A1.3_Information-Primacy,80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\003_A1.3_Information-Primacy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\information.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\00_AXIOMS\003_A1.3_Information-Primacy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\information.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\information.md
isomorphism\iso-007-substrate-fracture.html,ISO-007: GR/QM Incompatibility ↔ The Substrate Fracture | Theophysics Registry,4,80,contains-title,\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\concepts\Substrate-Fracture.md,Substrate-Fracture,80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\concepts\Substrate-Fracture.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\07.md
isomorphism\iso-007_self_grounding_substrate.html,ISO-007_Self_Grounding_Substrate,1,80,contains-title,\\192.168.2.50\z obsidian\Vault\AI-Chats History\2026-02-03_Self-Grounding Substrate Explanation_0029.md,2026-02-03_Self-Grounding Substrate Explanation_0029,80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2026-02-03_Self-Grounding Substrate Explanation_0029.md
isomorphism\iso-008-eraser-atonement.html,ISO-008: Delayed-Choice Quantum Eraser ↔ Retrocausal Atonement | Theophysics Registry,7,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Quantum.md,Quantum,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Quantum.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Atonement.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\quantum.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\quantum.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Quantum.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\08.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\quantum.md
isomorphism\iso-008_coherence_order.html,ISO-008_Coherence_Order,16,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Quantum Coherence Ordered Life In The Spirit.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Quantum Coherence Ordered Life In The Spirit_Canonical.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md
isomorphism\iso-009-entropy-wages-sin.html,"ISO-009: Boltzmann Entropy ↔ ""The Wages of Sin Is Death"" | Theophysics Registry",24,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Boltzmann.md,Boltzmann,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Boltzmann.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Entropy.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Sin.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Uncategorized\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Entropy-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Sin-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Entropy.md
isomorphism\iso-009_compression_simplicity.html,ISO-009_Compression_Simplicity,0,,,,,
isomorphism\iso-010_observer_participation.html,ISO-010_Observer_Participation,5,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Observer.md,Observer,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Observer.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Observer.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Observer.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Observer.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Observer.md
isomorphism\iso-011-seven-attacks-counters.html,ISO-011: Seven Genesis 3 Attacks ↔ Seven Cross Counter-Moves | Theophysics Registry,2,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\01.md,01,80:\\192.168.2.50\z obsidian\Opus\New Folder\01.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\11.md
isomorphism\iso-011_superposition_collapse.html,ISO-011_Superposition_Collapse,2,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Superposition.md,Superposition,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Superposition.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Superposition.md
isomorphism\iso-012_sign_operator.html,ISO-012_Sign_Operator,6,100,exact-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Sign Operator.md,Sign Operator,100:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Sign Operator.md; 100:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Sign Operator.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Sign Operator_Canonical.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\069_D8.1_Sign-Operator.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\00_AXIOMS\069_D8.1_Sign-Operator.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Sign Operator_Canonical.md
isomorphism\iso-013_grace_operator.html,ISO-013_Grace_Operator,23,100,exact-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Grace Operator.md,Grace Operator,100:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Grace Operator.md; 100:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Grace Operator.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\D5_Grace_Operator_─£.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\D5_Grace_Operator_─£_Canonical.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Grace .md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Grace Operator_Canonical.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Grace.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Grace.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\075_D9.1_Grace-Operator-Definition.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Grace.md
isomorphism\iso-014_soul_field.html,ISO-014_Soul_Field,15,100,exact-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Soul Field.md,Soul Field,100:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Soul Field.md; 100:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Soul Field.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\D6_Soul_Field_╬¿_S.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\D6_Soul_Field_╬¿_S_Canonical.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Soul Field_Canonical.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\084_D10.1_Soul-Field-Psi_S.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\087_E10.1_Soul-Field-Equation.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Soul.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\00_AXIOMS\084_D10.1_Soul-Field-Psi_S.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\00_AXIOMS\087_E10.1_Soul-Field-Equation.md
isomorphism\iso-015_moral_physics.html,ISO-015_Moral_Physics,5,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md,Physics,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Physics.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Physics-.md
isomorphism\iso-016_eschatological_attractors.html,ISO-016_Eschatological_Attractors,5,80,contains-title,\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md,log,80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md; 80:\\192.168.2.50\z obsidian\_ _ Templeton\log.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\log.md; 80:\\192.168.2.50\z obsidian\Production VAULTS\David WIKI\log.md; 80:\\192.168.2.50\z obsidian\SynologyDrive\David WIKI\log.md
isomorphism\iso-017_quantum_gravity_unification.html,ISO-017_Quantum_Gravity_Unification,11,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Gravity.md,Gravity,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Gravity.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Quantum.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Gravity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\quantum.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Gravity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\quantum.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Gravity.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Quantum.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Gravity.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\quantum.md
isomorphism\iso-018_cosmological_grace.html,ISO-018_Cosmological_Grace,23,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Grace .md,Grace ,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Grace .md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Grace.md; 80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md; 80:\\192.168.2.50\z obsidian\_ _ Templeton\log.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Grace.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\log.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\107_D14.1_Cosmological-Grace-Function.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\cosmological.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Grace.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Grace.md
isomorphism\iso-019_boundary_conditions.html,ISO-019_Boundary_Conditions,15,100,exact-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Boundary Conditions.md,Boundary Conditions,100:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Boundary Conditions.md; 100:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Boundary Conditions.md; 100:\\192.168.2.50\z obsidian\Opus\New Folder\Boundary_Conditions.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Boundary Conditions_Canonical.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Boundary-Condition.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Theological Boundary Conditions.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\057_A7.2_Uniqueness-From-Boundary-Conditions.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\boundary.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\00_AXIOMS\057_A7.2_Uniqueness-From-Boundary-Conditions.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\boundary.md
isomorphism\iso-020_ai_consciousness.html,ISO-020_AI_Consciousness,13,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Consciousness.md,Consciousness,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Consciousness.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Consciousness.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\consciousness.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\consciousness.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Consciousness.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\consciousness.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2024-03-19_AI Consciousness_ Ethical Considerations_4112.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2024-03-19_The Question of AI Consciousness and What Defines Life_0040.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2024-03-29_Contemplating the Question of AI Consciousness_0061.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2025-07-23_AI Consciousness and Theophysics_1630.md
isomorphism\iso-021_falsifiability_architecture.html,ISO-021_Falsifiability_Architecture,8,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Falsifiability.md,Falsifiability,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Falsifiability.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Architecture.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\FALSIFIABILITY.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Architecture.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\FALSIFIABILITY.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Falsifiability.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Architecture.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\FALSIFIABILITY.md
isomorphism\iso-022_ten_laws_integration.html,ISO-022_Ten_Laws_Integration,11,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\INTEGRATION.md,INTEGRATION,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\INTEGRATION.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Ten.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Laws.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Laws.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Laws.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Laws.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\INTEGRATION.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Ten.md; 80:\\192.168.2.50\z obsidian\Production Vault\04_ANALYTICS\Laws.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\INTEGRATION.md
isomorphism\iso-023_consilience.html,ISO-023_Consilience,15,100,exact-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Consilience.md,Consilience,100:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Consilience.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\consilience.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\consilience.md; 100:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Consilience.md; 100:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\consilience.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Law of Consilience.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Law of Consilience_Canonical.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\consilience_HP_May-01-122827-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\consilience_HP_May-01-122827-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Law of Consilience.md
isomorphism\iso-024_worldview_uniqueness.html,ISO-024_Worldview_Uniqueness,0,,,,,
isomorphism\iso-025_immunology_soteriology.html,ISO-025_Immunology_Soteriology,5,80,contains-title,\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md,log,80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md; 80:\\192.168.2.50\z obsidian\_ _ Templeton\log.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\log.md; 80:\\192.168.2.50\z obsidian\Production VAULTS\David WIKI\log.md; 80:\\192.168.2.50\z obsidian\SynologyDrive\David WIKI\log.md
isomorphism\iso-026_addiction_sin_bondage.html,ISO-026_Addiction_Sin_Bondage,5,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Sin.md,Sin,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Sin.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Sin-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Sin-.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Sin.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Sin-.md
